Id,GENDER,BIRTHDATE,DEATHDATE,AGE,AGE_BAND,ADDRESS,BIRTHPLACE,CITY,COUNTY,DRIVERS,ETHNICITY,FIPS,FIRST,HEALTHCARE_COVERAGE,HEALTHCARE_EXPENSES,INCOME,LAST,LAT,LON,MAIDEN,MARITAL,MIDDLE,PASSPORT,PREFIX,RACE,SSN,STATE,SUFFIX,ZIP
ba419d35-0dfe-8af7-347c-eebf02485a56,F,1953-11-03,,71.15947981,65–74,1028 Hoeger Crossroad,Chelmsford  Massachusetts  US,Franklin,Norfolk County,S99991862,nonhispanic,25021.0,Corie618,10974.83,7019.36,18756,Runolfsdottir785,42.05592795971821,-71.36775579073067,Jast432,M,Sofia418,X87584710X,Mrs.,white,999-49-6110,Massachusetts,,2038
bec25def-e2ce-2fe3-4022-747293bc775e,M,2001-07-27,,23.43052704,15–24,357 Schmidt Way,San Jose  San Jose  CR,Boston,Suffolk County,S99944172,hispanic,25025.0,Martín25,0.0,11324.36,875378,Cervántez278,42.30584940064272,-71.10392726235979,,,,X19483918X,Mr.,white,999-21-7720,Massachusetts,,2215
bff9d9d5-ee3d-d852-9c67-36d8361a4a4a,M,1940-09-28,,84.25735797,75–84,438 Schowalter Bypass,Ludlow  Massachusetts  US,Needham,Norfolk County,S99960705,nonhispanic,25021.0,Rosario163,1785.04,18144.12,179146,Ortiz186,42.24438127173491,-71.28164193392622,,S,,X43676894X,Mr.,asian,999-45-1987,Massachusetts,,2494
c053e996-a4c4-6c02-e2b6-284227156c67,F,1968-11-05,,56.15331964,55–64,663 Blick Plaza,Windsor  Massachusetts  US,Milford,Worcester County,S99929834,hispanic,25027.0,Sharyn437,0.0,14058.76,51905,Reilly981,42.17459827182851,-71.55903801727968,Hagenes547,M,Anette189,X84827397X,Mrs.,black,999-10-8066,Massachusetts,,1757
c0a47dee-cc72-29ce-df5a-ea6d306c36a4,M,1985-08-24,,39.35386721,35–44,299 Witting Vale Apt 11,Brookline  Massachusetts  US,Fall River,Bristol County,S99962508,nonhispanic,25005.0,Jonathan639,0.0,11465.16,129734,Carroll471,41.71443190444846,-71.17965584682092,,D,Vernon254,X87971688X,Mr.,white,999-95-9468,Massachusetts,,2747
c53d3c4b-b3b9-3303-5a5b-ee949726f4ca,F,1975-10-09,,49.229295,45–54,348 Dooley Frontage road Suite 71,Woburn  Massachusetts  US,Marlborough,Middlesex County,S99931515,nonhispanic,25017.0,Sharyn437,0.0,12421.16,905454,Connelly992,42.36142722203717,-71.5134079425191,VonRueden376,M,,X88419478X,Mrs.,white,999-27-7698,Massachusetts,,1752
c66e4f6a-5dd7-04e6-a6c2-b9f4122446d2,M,1995-11-13,,29.13347023,25–34,1089 Hahn Way Unit 93,Greenfield  Massachusetts  US,Yarmouth,Barnstable County,S99952210,nonhispanic,,Xavier983,8619.96,3250.0,22153,VonRueden376,41.71540239141704,-70.27307585261315,,M,Toby274,X50815090X,Mr.,white,999-38-9157,Massachusetts,,0
c86c400e-ff88-a1e3-2e23-caa4d8311f47,M,1946-08-25,,78.35181383,75–84,479 Haag Camp,Santo Domingo  National District  DO,Saugus,Essex County,S99964404,hispanic,25009.0,Cristobal567,1717.86,17376.97,109315,Montero62,42.433320618228656,-70.96440007767636,,D,Alfredo17,X3659748X,Mr.,white,999-14-5114,Massachusetts,,1906
ce2e160d-4a41-c64a-859f-2653d0ec39ad,M,1935-04-19,,89.70294319,85+,595 Parisian Avenue,Dover  Massachusetts  US,Boston,Suffolk County,S99957984,nonhispanic,25025.0,Bradly656,1913.72,18563.44,198717,Zemlak964,42.29273594993021,-71.09616125989548,,M,,X78651500X,Mr.,white,999-82-8005,Massachusetts,,2120
ce44621f-406f-233d-11a3-22cdc96f9aec,F,1967-01-24,,57.93566051,55–64,1093 Gutmann Trail,Forestdale  Massachusetts  US,Boston,Suffolk County,S99977389,nonhispanic,25025.0,Blake449,0.0,16651.21,692387,Konopelski743,42.3950841900048,-70.96451168302201,,S,See995,X38482876X,Ms.,black,999-28-2268,Massachusetts,MD,2134
cf22cde5-48e9-1907-78ec-42abd6782fbe,F,1962-06-30,,62.50513347,55–64,607 Wuckert Quay,Newton  Massachusetts  US,Boston,Suffolk County,S99962977,nonhispanic,25025.0,Letty680,9259.56,6300.0,2130,Koelpin146,42.31359280953481,-71.10955868482927,Predovic534,M,,X79371729X,Mrs.,white,999-30-2282,Massachusetts,,2215
d15b23ed-02d5-3e28-efbd-2604425317c5,M,1973-06-26,,51.51540041,45–54,640 Prosacco Street Suite 54,Lawrence  Massachusetts  US,Boston,Suffolk County,S99938106,nonhispanic,25025.0,Ivan258,8039.56,5200.0,4255,Goodwin327,42.243413698535726,-71.0777962572229,,M,,X49519611X,Mr.,white,999-23-1094,Massachusetts,,2152
d20bc0bc-3051-ae6f-f391-ceec7ec0370f,F,1975-07-03,,49.49760438,45–54,976 Kilback Lodge Apt 46,Lawrence  Massachusetts  US,Somerville,Middlesex County,S99971279,nonhispanic,25017.0,Lavette209,8015.96,4950.0,21963,Rippin620,42.43372945231455,-71.12951030106568,Kozey370,M,Cathrine584,X36438028X,Mrs.,white,999-62-3335,Massachusetts,,2143
d3727ff2-5d7b-347f-d78c-edc4323cf890,F,1977-04-02,,47.74811773,45–54,777 Bosco Union Suite 34,Weymouth  Massachusetts  US,Boston,Suffolk County,S99923351,nonhispanic,25025.0,Eunice461,0.0,12284.36,56736,Fay398,42.29039304794446,-71.16480709371824,,S,Diann220,X81495829X,Ms.,black,999-94-4285,Massachusetts,,2108
d3cb6736-0991-40ed-a220-7c714aba4c37,M,1993-04-28,,31.67693361,25–34,1089 Casper Branch Apt 85,Raynham  Massachusetts  US,Burlington,Middlesex County,S99992517,nonhispanic,25017.0,Tristan353,0.0,12254.29,130944,Reichel38,42.5307188102959,-71.15633262385516,,S,Josh874,X576229X,Mr.,white,999-18-9450,Massachusetts,,1730
d57841fa-c9e2-a3d1-0e78-09bdbe4eed66,F,1996-11-25,,28.09856263,25–34,891 Mraz Bridge Apt 79,Pittsfield  Massachusetts  US,Rockland,Plymouth County,S99951072,nonhispanic,,Jessica140,0.0,11312.8,145475,Rutherford999,42.10199239245121,-70.88759784295742,McKenzie376,M,Susannah249,X74422479X,Mrs.,white,999-78-2116,Massachusetts,,0
dd9da64b-7b38-4f91-e75d-b1268dde60d4,F,1984-12-20,,40.03011636,35–44,684 Welch Arcade Apt 38,Plymouth  Massachusetts  US,Newbury,Essex County,S99943273,nonhispanic,,Donnetta255,0.0,11465.16,80611,Leffler128,42.755623461497834,-70.84243591079736,Jenkins714,M,Alexandria361,X8149264X,Mrs.,black,999-51-2949,Massachusetts,,0
df2f3ddb-2760-b3c7-40be-f2fbee474089,M,1979-06-17,,45.54140999,45–54,183 Abernathy Alley,Lynn  Massachusetts  US,Lincoln,Middlesex County,S99985272,nonhispanic,,Dallas143,0.0,13359.52,153761,Jacobi462,42.45431978149434,-71.32437661830932,,S,,X6095428X,Mr.,white,999-49-5175,Massachusetts,,0
e4dffd18-650e-d1a9-f0bb-df102547605e,F,1940-03-14,,84.79945243,75–84,234 Kuhn Gardens Apt 2,Monomoscoy Island  Massachusetts  US,Boston,Suffolk County,S99943103,nonhispanic,25025.0,Alejandrina481,1800.96,18128.2,185567,Nolan344,42.28274948068507,-71.17424316256192,Wisoky380,M,,X1600569X,Mrs.,white,999-81-8799,Massachusetts,,2136
e632520a-2e4f-3419-c0f1-1f7b89f11d9c,F,1995-05-17,,29.62628337,25–34,676 Konopelski Vista Unit 69,Springfield  Massachusetts  US,Rockland,Plymouth County,S99989332,nonhispanic,,Katherine209,0.0,11869.96,138280,Raynor401,42.10281268055316,-70.90121885041935,Schamberger479,M,Lieselotte680,X71506732X,Mrs.,white,999-67-4307,Massachusetts,,0
e74367bd-7385-97dc-2c7f-251b4cd9fe29,F,2003-04-18,,21.70568104,15–24,911 Hauck Key Suite 34,Greenfield  Massachusetts  US,Arlington,Middlesex County,S99931138,nonhispanic,25017.0,Tennille443,8996.36,2600.0,23284,Rosenbaum794,42.41678968179605,-71.12736743578557,,,Denna536,X8713055X,Ms.,white,999-21-9587,Massachusetts,,2476
e89af71d-4aa4-2237-e71d-6fa8e4b5af09,F,1994-07-05,,30.49144422,25–34,822 Lubowitz Estate Unit 52,Portsmouth  Saint John Parish  DM,Boston,Suffolk County,S99999532,hispanic,25025.0,Adela471,0.0,11585.6,43858,Romero158,42.32144859669666,-71.08040777647568,,S,Lilia791,X4950469X,Ms.,white,999-20-6584,Massachusetts,,2119
eb5910f1-26e6-bc6f-b300-716eae678d6f,F,1937-03-30,,87.75633128,85+,861 Swift Lock,Revere  Massachusetts  US,Haverhill,Essex County,S99979682,nonhispanic,25009.0,Larissa293,1853.36,18607.76,47596,Kub800,42.84610565164186,-71.046128370516,Bins636,M,Jackeline690,X17107169X,Mrs.,white,999-20-9963,Massachusetts,,1832
f0af24ba-22df-a2a6-ca80-9814fb6febff,M,1950-11-10,,74.14099932,65–74,150 Watsica Dam,Swansea  Massachusetts  US,Agawam,Hampden County,S99914104,hispanic,25013.0,Caleb651,1395.0,16622.16,58325,Wiza601,42.119665041008176,-72.69659106495038,,D,Mitchell808,X5092725X,Mr.,white,999-17-4968,Massachusetts,,1030
f32a088b-988b-d7d5-008b-89ea4ed1fc48,M,1991-04-01,,33.7522245,25–34,1090 Crist Spur Suite 38,Worcester  Massachusetts  US,Cambridge,Middlesex County,S99968341,nonhispanic,25017.0,Wayne846,7985.56,3750.0,10954,McLaughlin530,42.352797605821735,-71.13017025866257,,S,Norris589,X39092587X,Mr.,black,999-97-4202,Massachusetts,,2140
f95a6723-14a5-c4b6-78df-fa97f7ab361c,F,1995-08-08,,29.39904175,25–34,632 Halvorson Rapid Apt 32,Springfield  Massachusetts  US,Mansfield,Bristol County,S99960601,nonhispanic,,Roxann426,469.44,10843.36,696664,Bosco882,42.05025821414531,-71.26530895738023,,S,,X22214207X,Ms.,white,999-46-9505,Massachusetts,,0
f9dd6522-9d7a-93cd-c9c9-4fe118627441,F,1936-09-17,,88.28747433,85+,434 Koelpin Arcade,Dracut  Massachusetts  US,West Springfield,Hampden County,S99960234,nonhispanic,25013.0,Peggie783,1952.2,18388.16,76020,Wiza601,42.09090611901511,-72.61294556640303,,S,Ima629,X22346491X,Ms.,white,999-21-2090,Massachusetts,,1089
